new_id,quitnow,age,gender,teamrelationship,jobsatisfaction,managerrelationship,tenure,relativepay,deniedpromotion,seniorityrank,mainperformancemetric,noofchildren,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17,variable18,variable19,variable20,variable21,variable22,variable23,variable24,variable25,variable26,variable27,variable28,variable29,variable30,variable31,variable32,variable33,variable34,variable35,variable36,variable37,variable38,variable39,variable40,variable41,variable42,variable43,variable44,variable45,variable46,variable47,variable48,variable49,variable50,variable51,variable52,variable53,variable54,latedaysscore,latedays,sickdaysscore,sickdays,projectsrefusedscore,projectsrefused,hrpolicycheckscore,hrpolicycheck,linkedinupdatescore,linkedinupdate,linkedinminutesscore,linkedinminutes,twitterminutesscore,twitterminutes,facebookminutesscore,facebookminutes,instagramminutesscore,instagramminutes,careersearches,linkedinposts,facebookpostsscore,facebookposts,instagrampostsscore,instagramposts,twitterpostsscore,twitterposts,emailswearscore,emailswear,colemailtimescore,colemailtime,supemailtimescore,emailtime,cliemailtimescore,cliemailtime,emailothdeptscore,emailothdept,emailfromothdeptscore,emailfromothdept,zoomcallsscore,zoomcalls,dropzoomcalls,dropzoomcall
54,0,29,1,1.3751948,6,8,0,1.0430106,0,1,2,1,1.3355025,.51879019,2.0362282,1.4509104,1.5555007,.13851482,1.7250036,.38483387,1.0550851,.88816094,1.3265427,1.3985078,1.3145112,1.5827996,.80206615,1.3613625,.91812515,1.6255002,1.49308,.18452866,.082588457,.62893689,.9854899,1.0325534,.4917542,.50421607,1.0125753,1.8960273,1.453151,1.6617982,.62880939,1.5476862,.090426974,1.2281014,1.5300941,1.5512048,1.0068238,.9226113,1.745779,.63676131,1.1343923,.54242474,2.1940544,.55882919,.95724106,1.3070666,1.345495,1.7667923,.74520701,1.7757136,.94336766,1.1207993,1.8014203,.80376369,-1.1916178,0,-.32639465,0,.11301041,1,.1469205,0,-.2164233,0,1.3074366,488,-1.5317215,0,-.36750883,0,1.2922835,2092,-.080899663,0,1.0192486,2,1.5250665,6,.48630753,2,1.6341463,7,-.9864704,131,-.85965168,5,-.61899287,8,3.6328645,36,3.6805429,37,.30739385,6,-.83121645,0
55,0,45,1,1.4542423,7,10,16,1.1389586,0,3,5,0,.82766342,.75702262,.67001677,.52823275,.96083206,.44588235,.31192538,.49685073,1.0308723,1.2574971,.69921184,.97189307,.6790635,.83776277,1.1433249,.65727794,1.0402535,.0039927689,1.2766876,.34570292,1.191632,1.2047108,1.1883761,.37770051,1.1002282,.94231707,.66790777,.80109763,1.7209357,.68747056,.38064778,1.0855097,.82847404,.36971405,.87623972,.24358083,.74941808,.72801358,.18306583,1.3296959,1.0546324,.50451368,.98623866,1.0571523,.3348141,.074605264,.79988796,.53590733,.81002474,.66041005,.33460701,.57779324,1.2826918,.32009965,-1.5883455,0,-.97841471,0,.0053734239,0,-2.8619695,0,-1.2377958,0,-.18788429,0,-1.3756169,0,-2.747936,0,.9125849,1477,-2.7918546,0,.68100339,1,1.0493501,4,1.21662,5,3.9680722,16,-1.772222,317,-.35019112,5,-2.7120402,8,4.2718039,43,1.9583833,20,.50057775,10,-2.2605312,0
56,0,29,1,1.0981396,7,6,2,1.0110122,0,1,4,0,1.3692573,.52486616,1.3901004,1.0387903,1.6297033,.4158707,.72947061,.79077327,1.9155884,.80386186,1.8540057,.15961827,-.24274977,.78232533,1.5377696,1.1173776,.77907383,.25300872,.36549437,1.3103384,1.5502824,.33769366,.3996959,.70035493,.25811863,.87266111,.75919068,1.0875391,1.1462871,.7264204,1.8307576,1.3334075,1.2317349,.76213616,1.4149961,1.0448895,.81902015,.66177595,.70814818,2.1847539,.32462037,.88584322,1.3550514,.73112482,1.5612301,.77489972,1.137228,1.7022229,1.297508,1.500548,1.3314486,1.1094499,.84843308,.99309689,1.7286072,9,.47008938,2,.25677687,1,-.65452021,0,-.64411366,0,2.8263309,1054,.51931971,346,.12613003,68,1.0406668,1685,.6951021,1,.56668031,1,.19375978,1,1.0566278,4,2.880537,12,-.61298561,230,-.092756398,5,1.330127,40,1.82296,18,1.2750233,13,.67349869,13,-.38644776,0
57,0,36,0,1.7149431,7,7,7,1.448225,0,3,5,1,.017541884,2.0784307,2.5366247,1.8629813,1.3061068,1.6646969,.81852371,.95585525,1.7040775,1.0254024,2.2103248,.58526355,.85404885,.96150893,1.0393134,1.6216812,.4047184,1.6111673,2.5133929,-.53057557,.97346336,.38955116,.90016943,.9260326,1.7082322,1.697143,1.5589584,1.4277692,.62001872,1.8940235,.31371036,.31153598,1.5734736,.40105072,.89050519,1.3364657,.42529756,1.5992976,1.8880228,.8487758,.63466579,.83423477,1.1229509,.37036455,.68781364,.9483875,1.2434416,.53811318,.16666433,1.7733293,.56808794,1.3088621,.73151129,2.0707033,-.72899079,0,.29172,1,-.46048102,0,.84388608,3,.78116637,2,-.64164007,0,1.8672792,1245,-.16916943,0,1.8468803,2990,.29064545,1,.84284544,2,1.3124796,5,.28792784,1,3.0448599,12,-.80725205,244,-.63430059,5,-1.983084,8,2.0950189,21,3.039185,30,1.9401456,39,.21118025,6
58,0,43,1,1.5233741,7,6,14,.92065734,1,4,6,0,.041407093,.18193269,.2581121,.066579066,.10932515,.14422412,.18774493,.10347625,.31162155,.17200263,.1455887,.27745724,.090473004,.29214877,.20590919,.26625517,.10103954,.10392674,.22156651,.11222196,.030823965,.1235768,-.011786614,.12950112,.12097679,.11701273,.14379658,.19114079,.31253734,.18343988,.23367617,.07123711,.12536481,.28036454,.16425778,.1040458,-.024444366,.21894769,-.05570754,.19545238,.10736333,.056918785,.19758788,.23878084,.08376237,.039064985,.085811302,.071602479,.048933458,.19955778,.30464369,.094453812,.12128139,.097033665,-.76910466,0,-.69373274,0,-.92153037,0,-.82768101,0,-1.2459017,0,-.13274381,0,-.41869643,0,-.98366612,0,.15808955,256,-1.3284711,0,.18850546,0,.17259225,1,.17505215,1,.02306856,0,.42167068,2,-.55817568,5,.68548483,21,.88150656,9,1.4195942,14,.1631677,3,-1.0770217,0
59,0,40,1,1.3009294,7,9,11,1.1393861,0,4,6,0,.99709398,.76003546,.87458628,1.2280896,-.010152512,.83745533,.85364544,.59602022,.95556235,.81346893,1.5111693,.92444551,.90603399,.91016513,.33352408,1.3225764,.71701348,.63535511,1.1096731,1.36287,1.3409436,.56397009,.99900216,.89262503,.75135911,1.454091,.43724182,.80226678,1.0790014,.13400193,.35741058,.87767214,1.1763741,1.0245337,.85316247,.94084406,.11262012,.92908335,1.0388426,.98561454,.56285751,.19264741,.98418701,.32026169,1.0173435,1.0833288,.95979476,.55248493,.81232554,1.0164989,1.0863883,.6620506,.5729804,1.1624982,-2.8414314,0,-2.000627,0,.58058089,3,-2.1098235,0,-1.3472819,0,-.24929079,0,-1.0586473,0,-1.9981024,0,1.3567209,2197,-2.1312666,0,1.2185931,2,.72042739,3,1.1452398,5,2.8080485,11,-2.8306115,225,-3.1742029,5,-2.9042196,8,4.2041922,42,2.1419818,21,1.492041,30,-1.5052257,0
60,1,32,1,1.1056895,0,5,4,.90908033,0,1,2,0,.87037218,.67494476,1.2668065,.81366563,1.24535,.73845273,.60383809,.73037612,.35340714,1.2874396,.74808872,.60638636,.41059455,.9939248,.77407968,.43932581,.70762628,.61823833,1.026337,.48156142,.57893252,.78981227,1.0295805,1.0931909,1.598716,-.37636709,.71713448,.28304213,.84469748,1.2749929,.98656189,1.3894873,1.4983307,1.0966363,1.0196866,1.2290057,1.3552351,.79027581,1.1197348,1.1841613,.94022542,1.5687033,.62119508,1.3656067,.17771344,.56210834,1.2763827,.98337674,1.279987,1.4477319,.87214094,.59751314,.5028764,.95746487,.39196855,2,-.15624455,0,1.2492509,6,-.29453537,0,-.80904794,0,1.412912,527,1.3458288,898,.37933037,206,.9498809,1538,.10126607,0,.42103812,1,.98643517,4,.96043086,4,1.5921555,6,.156288,127,1.5848383,95,-.29200342,8,2.7774997,28,1.5545354,16,1.109965,22,.69321442,21
61,0,37,1,1.2272136,6,10,10,1.1542863,0,3,4,0,1.6867512,1.4271361,1.3699681,1.6385719,1.6482608,1.08618,1.1513778,1.2432044,.70780414,1.2812732,2.2346208,.97220719,1.871814,-.053509939,2.9151254,2.0295436,3.2864978,-.29277992,2.4905427,1.5523584,1.6600091,1.0989943,.87013358,1.3574628,.91190678,1.9757845,1.4666594,.72368908,.77755022,1.0558673,.47715941,2.4561076,1.7262839,2.0755777,.88874412,2.1743672,1.5101925,1.872836,1.6163607,2.3910325,1.3975755,1.6943322,2.1565795,.95146304,1.2334965,1.8439591,1.687456,1.8119223,.8658964,1.5646052,2.7616098,1.221679,1.475009,2.5554726,.7420336,4,.12022148,1,.95870799,5,.26569429,1,-.78567415,0,2.4912391,929,1.3946445,930,.36975569,200,2.2415869,3629,-.10368926,0,1.5815096,3,1.7761457,7,2.7217844,11,4.2872868,17,-.28051552,343,-1.56366,5,-1.3627727,8,3.4355316,34,3.315156,33,2.0855207,42,-1.4630071,0
62,0,37,1,1.3208133,7,6,8,1.079216,0,2,6,0,.80118507,.54338312,1.3010024,-.30463687,.84125829,1.0588818,.94237512,1.5339812,.82545727,.60768902,1.5136288,.85692072,1.1408389,.84469974,1.0969756,.73576516,.75792706,.81877935,.57547337,1.0875294,1.4125738,.54753262,.93578315,1.0848042,.51627696,.73280728,1.0656654,.14805093,.76520747,.24304941,1.1443217,1.0029918,.89935237,1.1931725,1.352903,.86001492,.80245447,.44299579,.43739507,.66292393,-.073258296,1.2631042,.43169588,.64832687,.62060428,.67716449,1.3863676,1.0325564,1.1034323,1.3332212,.89391297,.85515624,1.069961,.56101286,-1.2753247,0,-1.1165845,0,-.71636498,0,-1.0713179,0,-1.3541096,0,1.2221638,456,.010952174,7,-2.1255667,0,1.3313402,2155,-1.4226518,0,.47292531,1,.16715023,1,1.0883819,4,2.8195693,11,-1.4458888,226,-1.8362309,5,-.29401979,8,2.656734,27,1.8579144,19,.9104979,18,-.67815018,0
63,0,36,1,1.5628515,6,7,7,1.0763108,1,3,4,0,.66655475,.37901136,.37884226,.64501572,.19887692,-.075165689,.17154948,.66407681,.71097654,.85663539,-.12608398,.7124905,.68489116,.27781144,.41161731,.21322855,.062761381,.94625425,.26074702,.58955121,.25785983,.3494913,.61546797,.44453126,.24834569,.28810489,.50089085,.13270304,.47042295,1.0090371,.48484063,.21573277,.48111317,.59099525,.38550448,.41586781,.75562912,.47817838,.40483907,.30797881,.7476142,.63905782,.43762264,.76538515,.14955555,.33512962,.49130294,.40881673,.54218638,.40864784,.51952511,.034951303,.6821481,.40817961,-.46157074,0,-1.3249482,0,-.20480633,0,-.82792747,0,-1.3890153,0,-.17503795,0,-.24966545,0,-1.7006638,0,1.0198081,1651,-.91191089,0,.39012799,1,.67735046,3,.5158025,2,2.4310215,10,-1.2090852,194,-.70198286,5,-.51333052,8,3.0739181,31,2.6924927,27,.27544653,6,-.58770609,0
64,0,40,0,1.2854077,8,2,13,1.1492511,0,3,7,0,.25828972,.29359302,.42919642,.75734496,.38643295,.14166768,.0047920542,.43167642,.37592775,.46389043,.46747836,.31735662,.20235901,.50453013,.55113727,.5458228,.4119944,.67052215,.12534204,.13813405,.48136336,.47209728,.17937012,.47994575,.075492941,.49579063,.48479614,.25808066,.93304968,.64347762,.61622846,.56309754,.38605133,.58535117,.2365505,.36503515,.49004817,.36083442,.4411605,.44720018,.4555313,.3292585,.58241773,.17538799,.48328301,.53543282,.42358458,.29445985,.40623865,.50183952,.6738587,.4656454,.95818055,.63527828,-2.0184801,0,-1.3351569,0,-.31015846,0,-1.4411579,0,-2.0820696,0,-.32472968,0,-.78332305,0,-1.6758707,0,.38784218,628,-.93936086,0,.32293063,1,.42961189,2,.34146452,1,1.1314535,5,-2.8101654,91,-1.1950725,5,-2.0287199,8,1.4887468,15,1.8256667,18,.39510766,8,-1.4599569,0
65,0,32,0,1.2757142,6,5,3,1.1690001,0,1,3,0,.46162924,.48271435,.58077365,.59990644,.51586807,.67021632,.24961941,.17987913,.63715518,.6766178,.058897071,.33982673,.21950293,.36867803,.43841419,-.1907279,.53279114,.4766475,.0076591079,.17702799,.42392585,-.15614618,.45852327,.3112829,.23968159,.76946288,-.016699607,.38109753,.31621265,.69463283,.29932731,.49618316,.29056159,.69708544,.54475588,.37942696,.68138528,.33618295,.45236391,1.1390569,.59315968,.34818679,.17396383,.23750106,.33435643,.67961985,.82495153,-.010955196,.43207097,.48819089,.46664485,.14024128,.64905989,.33542258,.10713438,1,.050187364,0,-.78341734,0,-.92469233,0,-.66987836,0,-.97763872,0,.17768133,119,-.29014698,0,.24528584,397,-.37908122,0,.71626353,1,.49841568,2,.55057067,2,2.1346047,9,-.82818681,171,-1.8484317,5,1.0139371,30,.84724551,8,1.3746899,14,.51098877,10,-.93387127,0
66,0,35,0,1.1135904,7,6,8,1.2779706,0,2,4,0,1.62081,.23641001,.8270734,.4595412,.9293412,1.6651784,1.4010135,1.014496,1.3051692,.78910196,1.9798379,1.0641601,.58056384,.67933744,1.4079098,1.5507865,1.0741992,1.1659546,1.5936623,1.0095725,1.3946271,.24253617,1.1527659,2.0196834,1.0061842,1.6145711,1.2091769,.66630852,1.1142212,2.7197914,2.1623251,2.3632994,.60423273,.8457287,.77516282,1.0289247,.85118258,.98439097,1.5577523,1.100723,1.2431694,.91466552,.40686366,1.2514729,.79551071,1.9180592,1.4900033,.94860339,.60255843,1.2265047,.67400539,.98525709,.85071361,.21799907,-.94968653,0,-.59308571,0,.11779763,1,-.53468859,0,-.18896638,0,2.8583887,1066,-1.2717986,0,-.048749283,0,1.9181186,3105,-.19306417,0,.23268448,0,1.7612302,7,.62892812,3,1.3016938,5,-.68352193,104,-.7953226,5,.78022784,23,.28483558,3,2.6162348,26,-.06614124,0,.86784792,0
67,1,34,0,1.0724823,7,4,7,1.2420919,0,2,4,0,.57663155,-.37730211,.26076123,.98705626,1.0295726,1.8507631,.8668406,.32894969,1.2166543,1.0365632,1.3122934,.28519508,.79559588,.40328762,.42193547,.64570111,1.1918272,1.0560573,.96582687,.96926892,.90923029,.69557077,1.2370955,.61702806,-.025508428,-.033750918,.66619778,1.3688697,1.0164707,1.468738,.76494479,.99606335,.66745496,.63788396,.62106806,.81999207,1.3261062,.81999612,1.1908554,.53769863,.45980832,.68022633,.98124731,1.0704395,.89267367,.92945325,1.0722115,1.2728614,.043137681,.72843212,.70806634,.83774829,1.5321178,.76172227,.23142822,1,.35618991,2,.29189476,1,-.43146577,0,-.20424923,0,3.7725525,1407,-2.1930008,0,-.29530638,0,1.323248,2142,-.16327232,0,.92553121,2,.97609162,4,1.8382883,7,.70655435,3,-.65577191,57,.29798031,18,-1.1681798,8,-.54251516,0,3.0601728,31,.17466995,3,.80688161,3
68,1,44,0,1.0698522,6,6,15,1.3935844,0,4,6,1,-.073094659,1.6410394,1.2868057,1.2678154,2.589206,1.220078,.72774714,1.608816,.15400335,.31982252,2.4402022,1.3316073,1.9363003,2.8142178,1.9559475,1.2186042,1.3299148,.11870449,.7918216,.68473577,1.8279409,1.7076939,.82662016,2.6527882,2.1847005,1.2617737,1.9727191,2.0452108,.33316994,2.613611,.74968642,2.2132137,1.0534124,.48003933,1.9468027,1.5791579,2.1393461,1.0680034,2.3145938,.35271069,1.5607682,1.3129495,.97312224,1.4158545,.50661856,2.7820013,.41782689,1.4056565,.87929547,2.1391592,1.2656173,1.7437558,2.3151171,.48547113,-.22995131,0,1.5237087,8,2.6254029,13,.93154466,3,.12304106,0,2.2231097,829,-.54276383,0,.60997534,331,2.5040722,4054,1.0121456,2,1.4636219,3,2.3498082,9,2.2906828,9,3.5301578,14,1.3600171,282,2.2278247,134,.33316469,10,2.1637013,22,4.7496576,47,1.7281791,35,1.0172106,31
69,0,44,0,1.2055761,7,6,16,1.3186399,0,3,6,0,.92867094,.87255937,1.1067291,.27231458,1.231141,1.4956996,.62436604,1.1985011,.84806859,.66978073,.72608161,.73235911,.93185824,.87839878,.54209137,1.0874293,1.0752088,.51311457,.91527218,.53279477,.48454273,.58024496,.39154968,.64728391,.80751407,.73527968,.64650601,.40889633,.95699525,.95748168,.51259154,.61742949,.72385615,.22758903,.74578387,-.033861417,.92825133,.86520565,.57657063,1.5969237,.15123567,.62784564,1.1882188,.8959893,.56658393,.10594881,1.2766738,.72843122,1.1375324,.63051724,.68897474,.48885468,.77112585,1.026391,-.4942852,0,-.35793659,0,.12156191,1,-1.7795655,0,-.32348406,0,-.79829907,0,-2.0308831,0,-.79676145,0,1.0970267,1776,-.45769233,0,.500274,1,.86110008,3,.94779009,4,2.8041663,11,-.38854411,224,-.96097535,5,-1.5891569,8,2.0725555,21,3.2425148,32,.54647338,11,-.39615151,0
70,0,27,0,1.3360317,6,4,0,1.2759109,0,1,3,0,1.223603,1.1894039,.4099943,-.14887598,.062042709,.47973794,.62732893,.99007732,.53610611,.18038189,.66650772,.81913781,.78481483,.68849355,.59923041,.7383582,.93392831,.50046611,1.0938344,.91943532,.3196286,.43093246,1.5165191,.53145868,.41030493,.96143717,.84642106,.67832053,1.0071594,.42365023,.17644256,.38895735,.61794353,.67126232,.64674264,.46542168,.58939636,.48611864,1.0821528,-.031203061,.67805862,.24920736,.014871319,.41895062,1.2234747,.73721647,.47960332,1.1318396,.95187175,.58481014,.82825089,1.283339,1.0328819,1.3945601,-2.0098865,0,.10476189,1,.49248034,2,-.78534222,0,-.4258897,0,.85271853,318,.26611432,177,.060050949,33,.19603243,317,-.60872573,0,.95776552,2,.66321456,3,.93682766,4,2.5371375,10,1.1382167,203,-.87884504,5,-2.0528476,8,1.115564,11,3.6776924,37,.6726532,13,-.66539758,0
71,0,32,1,1.171876,7,8,3,.99605316,0,2,4,0,1.1575925,1.5586153,1.1358004,.40293771,1.9104319,.46811157,.70495296,1.7692828,.83133513,.78179193,.30793563,1.0207381,.21990958,1.6721863,1.3436803,.71574032,.85829079,1.0732609,.94256818,1.4432077,1.066569,.82543045,.9888885,1.8337579,.48142344,1.0074941,.67363507,1.4049968,1.2816396,.54865092,1.024111,.89472002,1.1147077,1.197174,.96465671,1.009851,1.0677408,1.2229662,1.3718139,1.2020004,.75278747,.25045836,.54047418,.72007942,1.1132576,1.0547867,1.2418035,1.5103637,.68115121,.67721039,1.0537513,-.038105149,.069376573,.071660966,-.41553381,0,.354036,2,.14150573,1,-.060420763,0,-.45172542,0,-.51190639,0,2.4378881,1626,-1.2346805,0,.56403929,913,-1.3037738,0,1.482125,3,1.4003756,6,.3673166,1,.34886718,0,-1.1663803,28,-.17994343,5,.1780376,5,1.6006103,16,1.9017165,19,1.348345,27,-.77887881,0
72,0,30,0,1.2688168,7,7,1,1.3733755,0,2,3,0,.49613991,.67714971,.53946233,.64138591,.68093759,.14438768,.36530519,.71101356,.99640912,.74290854,.65481037,.94027483,.21451561,-.061125074,.058749236,.13921289,.69991302,1.2755802,.10529042,1.0805916,.87367994,.44724971,.36039361,.49296394,1.230498,.68470508,1.0176828,.61348033,.12736009,.41711906,.98243868,.916677,.14717068,.87486786,1.0701946,1.0081658,.77149087,1.1992959,.61204922,.41713241,.11036783,1.1806175,.20838413,.46466923,.41904911,.68794799,.32227993,.86537617,.68832022,.33799776,.77895314,.39034039,.59359694,.58924228,-1.0809104,0,.49459401,2,-.82835829,0,-1.2187408,0,-.47580594,0,.97838181,365,-.092044771,0,-.5598048,0,.98672104,1598,-.024934189,0,.20982198,0,1.1604583,5,.77783537,3,4.1647792,17,-.67054784,333,-1.4605296,5,.50261724,15,2.0933831,21,2.4935584,25,.20628557,4,-.6604054,0
73,0,30,1,1.4135259,7,9,3,1.2048225,0,2,3,0,-.093505606,-.019926501,-.050860915,-.11341113,-.027649289,-.084996559,-.066465303,-.023170041,-.025118452,-.093348473,-.016848775,-.11468527,-.051297162,-.042522851,-.054225307,-.014151898,-.079804994,-.032783881,-.045104418,-.057837758,-.055510294,-.043164264,-.013945166,-.014081714,-.071094573,-.022067349,.016034411,-.10997558,-.097569689,-.042930316,-.023929546,-.010201981,-.12945886,-.036231693,-.057465572,-.050117627,-.00851434,-.09229587,-.049979627,-.027124984,-.084446855,-.058192965,-.026444299,-.079615191,-.057480779,-.065429978,-.073543087,-.027044745,-.03786274,-.080463789,-.062381625,-.051227681,-.11123347,-.074336648,-2.1702833,0,-2.353955,0,-2.1593904,0,-2.6431289,0,-1.9201885,0,-2.1419847,0,-1.520031,0,-2.8581915,0,-.064470142,0,-1.9272387,0,.0052357991,0,-.10440432,0,-.10171124,0,2.4538791,10,-3.8108783,196,-1.2475188,5,-3.1541669,8,2.8287685,28,3.2342646,32,-.099232741,0,-2.2739923,0
74,0,28,1,1.4291362,7,7,1,1.0521518,0,1,3,0,.11754651,.7452597,.51483333,1.0028329,.5534476,.62196827,.64790219,.35153699,.44294944,.84262264,.29558659,.31728938,.29751855,.52771652,.41113004,.86898243,.27588901,.73510879,.59774828,.51228571,.46655095,1.2909837,.61647516,.5608446,.50498635,.57939506,.48795712,.53975475,.48137939,.66168302,.25325826,.99573475,.34522447,.56867617,.41381228,.67489326,.89656061,.00078,.66456258,.55990082,.99146414,.96129233,.61942804,1.0220309,.79264492,.2938762,.88925779,.72294283,.13215345,.35690704,.55491251,.16426536,.08843331,.84080833,-2.3044782,0,-1.2341346,0,-.81814891,0,-1.9663178,0,-.56835395,0,-1.6703693,0,-1.2887427,0,-2.3489535,0,.4633314,750,-1.961146,0,1.1128814,2,.38816071,2,.51979655,2,2.9992657,12,-.93122119,240,-.20127887,5,-2.5321672,8,4.3136048,43,3.8209887,38,.79954141,16,-1.6776612,0
75,0,39,1,1.056744,6,8,10,1.0884168,0,3,5,0,.77659881,.29934818,.13135216,.78307843,.51500058,.99465698,.23047537,.87852949,.54242659,-.084452376,.77180803,.48612329,.43084803,.40882859,.50397068,.52116406,.29252625,.49985227,.52790344,.40300375,.91372311,.30598426,1.1523522,.29286516,.22957963,.15611593,.45687503,.10565366,.54770488,.37117222,.47860298,.7987113,.80475312,.5995217,.36060405,.9270649,.49856502,1.0532652,.21353513,.63305515,.5973736,1.016519,.71403295,1.069283,.76801461,.21344325,.59126711,.86099935,.15310487,.43592668,.30296889,.70753425,.42433554,.28971004,-1.2336538,0,-.7197935,0,-.71210438,0,-1.0260348,0,-1.0587088,0,.048257925,18,-.45675725,0,-2.087709,0,.50728852,821,-.39567184,0,.56184268,1,.3396205,1,.26087168,1,1.9869057,8,-2.1231523,159,-1.7828537,5,-.21904509,8,1.794266,18,3.1328244,31,.23827785,5,-1.1696801,0
76,0,40,0,1.09479,8,4,11,1.2788414,0,3,5,0,.48624066,.70625085,.45127016,.57481742,.54171753,.33338678,.68002218,.45894194,.58221471,.20455487,.50542438,.44068357,.37570107,.41723609,.49789876,.30426776,.14487249,.23959926,.20348138,.30992696,.45266229,.50474119,.39988267,.64784575,.56260502,.64888924,.83143604,.053519357,.30928215,.71945101,.50067753,.36736161,.33170202,.57489383,.3033455,.67493582,.66340166,.27151734,.34365216,.56591702,.43445343,.49795309,.55115485,.56907111,.40594357,.35916996,.19246684,.59262556,.41913012,.45954242,.3885152,.26337886,.060037911,.4781388,-.404376,0,-.2655603,0,.056099143,0,-1.0565691,0,-.51363361,0,-.5102309,0,-.2109317,0,-1.5618421,0,.49905139,808,-1.2705338,0,.86223918,2,.79933226,3,.037604198,0,2.6387589,11,.60467958,211,-.69300026,5,-1.1533625,8,.59087652,6,2.1624696,22,.40556583,8,-1.3855586,0
77,0,33,1,1.4268744,6,6,4,1.0186833,0,2,4,0,.96592754,.88763285,.29340845,.81788278,1.9103496,.72702563,.6882146,1.3472157,1.1932579,1.230125,1.090045,.62262779,.73861063,.94915026,.65288335,.44345137,.38068229,1.0505816,.63082165,1.1527001,.89483821,.059757289,.62748224,.91387993,.77588201,1.7017159,1.0458108,.39279976,.54840988,1.4876195,.33579931,.4463734,1.2016054,1.2842921,.41197419,.67615008,1.1723834,1.2974716,.32226455,.31667262,1.1047363,.64630866,.69082355,1.1140454,.57122821,1.127903,.9734261,.82650959,.5570997,1.0936377,.83816367,.53855121,.30748615,1.043323,.26298979,1,-.078327544,0,.91097951,5,-.8838436,0,.027342884,0,.9965964,372,-.55180389,0,-.98857898,0,.91028655,1474,-1.5502908,0,.60019636,1,.8316679,3,.1377719,1,2.6327057,11,-.73963952,211,-.8456344,5,-2.3195486,8,2.5958989,26,.88000989,9,.8053,16,-.12128293,0
78,0,31,0,1.0814286,6,4,3,1.1957241,0,1,4,0,1.3680831,.69819468,.80516136,.40125611,.52767134,-.39025205,1.1401894,.48722616,1.0957619,1.3007149,.87927073,1.1935794,-.10327466,.010503129,1.0123503,1.490165,.3177278,.62890708,.99023598,1.1532218,1.1471726,1.1755258,.15296252,1.2283676,.21711898,.99382776,.55712521,1.1120803,.44192886,1.1760817,1.5484463,.35790592,.53766859,.68638468,1.8058498,.85853738,.64535463,1.8050948,1.3151141,1.118691,1.4200202,.63887274,1.137247,1.0597022,.10363975,.82761925,.79842687,.96971071,.82929593,1.0586468,-.057593353,.55985057,1.2159647,1.3350139,-.032810446,0,-.78166044,0,.80504501,4,-1.1344866,0,-.34296301,0,-.059047703,0,3.8264735,2552,-1.7874038,0,1.5379958,2490,1.1469622,2,1.3152239,3,.42313474,2,1.3623401,5,3.3167369,13,-1.663923,265,-.15743531,5,-.38796622,8,2.8225038,28,1.0681589,11,.63739681,13,-1.0703516,0
79,0,39,0,1.0993282,6,3,10,1.2395061,0,3,5,0,.42232764,-.072409555,.2063075,.56653172,.73114985,.1553919,.42400548,.28195417,.3880733,.28879729,.60307378,.48355421,.15818949,.18518589,.34008992,.52878386,.45532373,.28274876,.50934011,.80173433,.52172315,.42144325,.50220668,.30813608,.40674552,.22409,.28363475,.51625377,.44156918,.39296958,.93098986,.71376735,.48055726,.54676187,.43886492,.4446857,.30060181,.021939533,.91024858,.69945759,.51912504,.6075657,.2902219,.47725955,1.169126,.54352653,.8774479,.22662163,.62280214,.25241831,.48017642,.87055695,.068132065,.27854392,-.61075562,0,-.64402223,0,-.90947187,0,-.71723902,0,-1.3451182,0,.22606899,84,-.087644577,0,-1.0398575,0,.40654194,658,-.47126117,0,.46451631,1,.64776129,3,.44374576,2,1.7143329,7,-.50541747,137,.6450088,39,-.67456234,8,1.3166304,13,1.8937544,19,.19328894,4,-1.7076876,0
80,0,30,1,1.1395336,6,9,2,1.1112045,0,1,4,0,.4325805,-.044694286,.47518605,.48254704,.14772573,.99992365,.68927711,.82335228,.53493774,.92840713,.57839012,.40242362,1.0998352,.29899427,.58909762,.95927113,.65035993,1.1933306,-.074087851,-.12457167,.94496268,.52072388,.44195607,.43489704,1.1562824,.35885224,.51695007,.74042654,.64833528,.24243876,.91487551,.20409152,.36010432,-.031375587,-.019347006,.70826775,.066389561,1.204982,.50075406,.79517657,1.0421456,.47605684,.68583679,.29979867,.73935366,.56784379,.30366951,.99131042,.70388168,.74482012,.55628788,.92843014,.011348696,.30219543,-1.5564283,0,-1.5143311,0,-.85088527,0,-.9953773,0,-2.1420984,0,.28224131,105,-1.9756445,0,-1.1344441,0,.78944647,1278,-.39020783,0,.37336144,1,.41632065,2,.74153835,3,2.710099,11,-1.6991959,217,-1.6662563,5,-.34839916,8,3.0411506,30,.91835922,9,1.027149,21,-.79648787,0
